OTU ,Taxa,Kingdom,Phylum,Class,Order,Family,Genus,Species
91,"d:Eukaryota(0.9898),p:Dinoflagellata(0.2258),c:Dinophyceae(0.1259),o:Peridiniphycidae(0.0212),f:Thoracosphaeraceae(0.0090),g:SSMS0806(0.0019)",Eukaryota,Dinoflagellata,Dinophyceae,Peridiniphycidae,Thoracosphaeraceae,SSMS0806,
92,"d:Eukaryota(1.0000),p:Ochrophyta(0.4257),c:Diatomea(0.3104),o:Bacillariophytina(0.0942),f:Bacillariophyceae(0.0486),g:Nitzschia(0.0121)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
93,"d:Eukaryota(0.4020),p:Dinoflagellata(0.0392),c:Dinophyceae(0.0171),o:Gymnodiniphycidae(0.0056),f:Gymnodinium_clade(0.0010),g:Gymnodinium(0.0010)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Gymnodinium_clade,Gymnodinium,
94,"d:Eukaryota(0.8768),p:Ochrophyta(0.2258),c:Diatomea(0.1259),o:Coscinodiscophytina(0.0178),f:Fragilariales(0.0073),g:Licmophora(0.0017)",Eukaryota,Ochrophyta,Diatomea,Coscinodiscophytina,Fragilariales,Licmophora,
95,"d:Eukaryota(0.7411),p:Basidiomycota(0.1592),c:Agaricomycetes(0.0870),o:Hymenochaetales(0.0156),f:Rickenellaceae(0.0061),g:Skvortzovia(0.0016)",Eukaryota,Basidiomycota,Agaricomycetes,Hymenochaetales,Rickenellaceae,Skvortzovia,
96,"d:Eukaryota(0.6959),p:Ciliophora(0.1325),c:Intramacronucleata(0.0715),o:Spirotrichea(0.0134),f:Hypotrichia(0.0050),g:uncultured_9182(0.0015)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,uncultured_9182,
97,"d:Eukaryota(1.0000),p:Priapulida(0.2258),c:Unknown_Class_1003676(0.1259),o:Unknown_Order_1003677(0.0212),f:Tubiluchidae(0.0090),g:Unknown_Genus_1001545(0.0019)",Eukaryota,Priapulida,Unknown_Class_1003676,Unknown_Order_1003677,Tubiluchidae,Unknown_Genus_1001545,
98,"d:Eukaryota(0.9220),p:Ochrophyta(0.2392),c:Diatomea(0.1181),o:Bacillariophytina(0.0189),f:Bacillariophyceae(0.0078),g:Nitzschia(0.0018)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
99,"d:Eukaryota(0.9446),p:SCM37C52(0.1992),c:Unknown_Class_1003907(0.1104),o:Unknown_Order_1003908(0.0189),f:Unknown_Family_1003909(0.0078),g:Unknown_Genus_1001805(0.0018)",Eukaryota,SCM37C52,Unknown_Class_1003907,Unknown_Order_1003908,Unknown_Family_1003909,Unknown_Genus_1001805,
100,"d:Eukaryota(0.7411),p:Ochrophyta(0.1592),c:Diatomea(0.0870),o:Bacillariophytina(0.0145),f:Bacillariophyceae(0.0056),g:Nitzschia(0.0015)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
101,"d:Eukaryota(0.7411),p:Dinoflagellata(0.1458),c:Dinophyceae(0.0793),o:Gymnodiniphycidae(0.0145),f:Incertae_Sedis_9247(0.0056),g:Cochlodinium(0.0015)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Incertae_Sedis_9247,Cochlodinium,
102,"d:Eukaryota(1.0000),p:Annelida(0.4771),c:Polychaeta(0.3594),o:Terebellida(0.2668),f:Unknown_Family_1003328(0.1410),g:Unknown_Genus_1001209(0.0466)",Eukaryota,Annelida,Polychaeta,Terebellida,Unknown_Family_1003328,Unknown_Genus_1001209,
103,"d:Eukaryota(0.6959),p:Ciliophora(0.1458),c:Intramacronucleata(0.0793),o:Spirotrichea(0.0145),f:Hypotrichia(0.0050),g:Anteholosticha(0.0015)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,Anteholosticha,
104,"d:Eukaryota(0.5151),p:Platyhelminthes(0.0925),c:Rhabditophora(0.0482),o:Rhabdocoela(0.0100),f:Unknown_Family_1003592(0.0033),g:Unknown_Genus_1001513(0.0013)",Eukaryota,Platyhelminthes,Rhabditophora,Rhabdocoela,Unknown_Family_1003592,Unknown_Genus_1001513,
105,"d:Eukaryota(1.0000),p:Ochrophyta(0.3402),c:Diatomea(0.2288),o:Bacillariophytina(0.0942),f:Bacillariophyceae(0.0486),g:Nitzschia(0.0091)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
106,"d:Eukaryota(1.0000),p:Florideophycidae(0.7922),c:Nemaliophycidae(0.4036),o:Unknown_Order_1003049(0.3462),f:Unknown_Family_1003050(0.2124),g:Unknown_Genus_1001111(0.1114)",Eukaryota,Florideophycidae,Nemaliophycidae,Unknown_Order_1003049,Unknown_Family_1003050,Unknown_Genus_1001111,
107,"d:Eukaryota(0.7864),p:Arthropoda(0.1725),c:Arachnida(0.0870),o:Araneae(0.0156),f:Unknown_Family_1003336(0.0061),g:Unknown_Genus_1001216(0.0016)",Eukaryota,Arthropoda,Arachnida,Araneae,Unknown_Family_1003336,Unknown_Genus_1001216,
108,"d:Eukaryota(0.9220),p:Arthropoda(0.2392),c:Arachnida(0.1104),o:Amblypygi(0.0189),f:Unknown_Family_1003335(0.0078),g:Unknown_Genus_1001215(0.0018)",Eukaryota,Arthropoda,Arachnida,Amblypygi,Unknown_Family_1003335,Unknown_Genus_1001215,
109,"d:Eukaryota(1.0000),p:Cryptomonadales(0.7792),c:Unknown_Class_1003091(0.8747),o:Unknown_Order_1003092(0.8925),f:Unknown_Family_1003093(0.9282),g:uncultured_6216(0.1693)",Eukaryota,Cryptomonadales,Unknown_Class_1003091,Unknown_Order_1003092,Unknown_Family_1003093,uncultured_6216,
110,"d:Eukaryota(1.0000),p:Florideophycidae(0.4600),c:Rhodymeniophycidae(0.2288),o:Unknown_Order_1003051(0.1287),f:Unknown_Family_1003052(0.0670),g:Betaphycus(0.0091)",Eukaryota,Florideophycidae,Rhodymeniophycidae,Unknown_Order_1003051,Unknown_Family_1003052,Betaphycus,
111,"d:Eukaryota(0.7411),p:Ochrophyta(0.1858),c:Diatomea(0.0948),o:Bacillariophytina(0.0145),f:Bacillariophyceae(0.0056),g:Nitzschia(0.0015)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
112,"d:Eukaryota(1.0000),p:Florideophycidae(0.8451),c:Rhodymeniophycidae(0.7802),o:Unknown_Order_1003051(0.7919),f:Unknown_Family_1003052(0.8455),g:Dudresnaya(0.0824)",Eukaryota,Florideophycidae,Rhodymeniophycidae,Unknown_Order_1003051,Unknown_Family_1003052,Dudresnaya,
113,"d:Eukaryota(1.0000),p:Cryptomonadales(0.9817),c:Unknown_Class_1003091(0.9920),o:Unknown_Order_1003092(0.9941),f:Unknown_Family_1003093(0.9863),g:Teleaulax(0.8431)",Eukaryota,Cryptomonadales,Unknown_Class_1003091,Unknown_Order_1003092,Unknown_Family_1003093,Teleaulax,
114,"d:Eukaryota(1.0000),p:Florideophycidae(0.7857),c:Nemaliophycidae(0.5217),o:Unknown_Order_1003049(0.3866),f:Unknown_Family_1003050(0.3270),g:Unknown_Genus_1001111(0.2911)",Eukaryota,Florideophycidae,Nemaliophycidae,Unknown_Order_1003049,Unknown_Family_1003050,Unknown_Genus_1001111,
115,"d:Eukaryota(0.3116),p:Priapulida(0.0265),c:Unknown_Class_1003676(0.0115),o:Unknown_Order_1003677(0.0046),f:Tubiluchidae(0.0006),g:Unknown_Genus_1001545(0.0009)",Eukaryota,Priapulida,Unknown_Class_1003676,Unknown_Order_1003677,Tubiluchidae,Unknown_Genus_1001545,
116,"d:Eukaryota(1.0000),p:Ciliophora(0.7857),c:Intramacronucleata(0.8424),o:Spirotrichea(0.8393),f:Oligotrichia(0.7373),g:Strombidium(0.1403)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Oligotrichia,Strombidium,
117,"d:Eukaryota(1.0000),p:Ochrophyta(0.5650),c:Diatomea(0.4036),o:Coscinodiscophytina(0.1805),f:Fragilariales(0.0946),g:Licmophora(0.0298)",Eukaryota,Ochrophyta,Diatomea,Coscinodiscophytina,Fragilariales,Licmophora,
118,"d:Eukaryota(1.0000),p:Cryptomonadales(0.7792),c:Unknown_Class_1003091(0.8747),o:Unknown_Order_1003092(0.8925),f:Unknown_Family_1003093(0.9282),g:uncultured_6216(0.1693)",Eukaryota,Cryptomonadales,Unknown_Class_1003091,Unknown_Order_1003092,Unknown_Family_1003093,uncultured_6216,
119,"d:Eukaryota(1.0000),p:Ochrophyta(0.2717),c:Diatomea(0.1635),o:Bacillariophytina(0.0252),f:Bacillariophyceae(0.0117),g:Nitzschia(0.0019)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
120,"d:Eukaryota(0.3116),p:Florideophycidae(0.0265),c:Nemaliophycidae(0.0115),o:Unknown_Order_1003049(0.0046),f:Unknown_Family_1003050(0.0006),g:Audouinella(0.0009)",Eukaryota,Florideophycidae,Nemaliophycidae,Unknown_Order_1003049,Unknown_Family_1003050,Audouinella,
121,"d:Eukaryota(0.7864),p:Ochrophyta(0.1725),c:Diatomea(0.0948),o:Bacillariophytina(0.0156),f:Bacillariophyceae(0.0061),g:Nitzschia(0.0016)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
122,"d:Eukaryota(1.0000),p:Ochrophyta(0.5648),c:Diatomea(0.4105),o:Coscinodiscophytina(0.1977),f:Fragilariales(0.1038),g:Licmophora(0.0328)",Eukaryota,Ochrophyta,Diatomea,Coscinodiscophytina,Fragilariales,Licmophora,
123,"d:Eukaryota(1.0000),p:Florideophycidae(0.5113),c:Rhodymeniophycidae(0.2288),o:Unknown_Order_1003051(0.1287),f:Unknown_Family_1003052(0.0670),g:Unknown_Genus_1001112(0.0150)",Eukaryota,Florideophycidae,Rhodymeniophycidae,Unknown_Order_1003051,Unknown_Family_1003052,Unknown_Genus_1001112,
124,"d:Eukaryota(1.0000),p:Florideophycidae(0.7254),c:Rhodymeniophycidae(0.2778),o:Unknown_Order_1003051(0.1805),f:Unknown_Family_1003052(0.0946),g:Unknown_Genus_1001112(0.0150)",Eukaryota,Florideophycidae,Rhodymeniophycidae,Unknown_Order_1003051,Unknown_Family_1003052,Unknown_Genus_1001112,
125,"d:Eukaryota(0.9672),p:Ochrophyta(0.2717),c:Diatomea(0.1472),o:Bacillariophytina(0.0201),f:Bacillariophyceae(0.0084),g:Nitzschia(0.0019)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
126,"d:Eukaryota(1.0000),p:Ochrophyta(0.4942),c:Diatomea(0.3594),o:Coscinodiscophytina(0.1115),f:Fragilariales(0.0578),g:Licmophora(0.0180)",Eukaryota,Ochrophyta,Diatomea,Coscinodiscophytina,Fragilariales,Licmophora,
127,"d:Eukaryota(1.0000),p:Florideophycidae(0.3915),c:Rhodymeniophycidae(0.1635),o:Unknown_Order_1003051(0.0597),f:Unknown_Family_1003052(0.0302),g:Coelothrix(0.0019)",Eukaryota,Florideophycidae,Rhodymeniophycidae,Unknown_Order_1003051,Unknown_Family_1003052,Coelothrix,
128,"d:Eukaryota(0.7185),p:Ochrophyta(0.1725),c:Diatomea(0.0948),o:Coscinodiscophytina(0.0134),f:Fragilariales(0.0050),g:Licmophora(0.0015)",Eukaryota,Ochrophyta,Diatomea,Coscinodiscophytina,Fragilariales,Licmophora,
129,"d:Eukaryota(0.7638),p:Ochrophyta(0.1858),c:Diatomea(0.1026),o:Coscinodiscophytina(0.0145),f:Fragilariales(0.0056),g:Licmophora(0.0015)",Eukaryota,Ochrophyta,Diatomea,Coscinodiscophytina,Fragilariales,Licmophora,
130,"d:Eukaryota(0.7185),p:Mollusca(0.1458),c:Gastropoda(0.0793),o:Heterobranchia(0.0145),f:Unknown_Family_1003514(0.0056),g:Unknown_Genus_1001411(0.0015)",Eukaryota,Mollusca,Gastropoda,Heterobranchia,Unknown_Family_1003514,Unknown_Genus_1001411,
131,"d:Eukaryota(0.6507),p:Apicomplexa(0.1192),c:Conoidasida(0.0637),o:Coccidia(0.0123),f:Eimeriorina(0.0044),g:Cystoisospora(0.0014)",Eukaryota,Apicomplexa,Conoidasida,Coccidia,Eimeriorina,Cystoisospora,
132,"d:Eukaryota(1.0000),p:Ochrophyta(0.7254),c:Diatomea(0.7802),o:Bacillariophytina(0.2495),f:Bacillariophyceae(0.1315),g:Nitzschia(0.0426)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
133,"d:Eukaryota(1.0000),p:Ochrophyta(0.2546),c:Diatomea(0.1472),o:Bacillariophytina(0.0212),f:Mediophyceae(0.0090),g:Chaetoceros(0.0019)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Mediophyceae,Chaetoceros,
134,"d:Eukaryota(1.0000),p:Ochrophyta(0.4086),c:Diatomea(0.2941),o:Bacillariophytina(0.0769),f:Bacillariophyceae(0.0394),g:Nitzschia(0.0091)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
135,"d:Eukaryota(0.5603),p:Dinoflagellata(0.0925),c:Dinophyceae(0.0482),o:CCMP1878(0.0100),f:Unknown_Family_1003848(0.0033),g:Unknown_Genus_1001765(0.0013)",Eukaryota,Dinoflagellata,Dinophyceae,CCMP1878,Unknown_Family_1003848,Unknown_Genus_1001765,
136,"d:Eukaryota(1.0000),p:Mollusca(0.2392),c:Gastropoda(0.1337),o:Heterobranchia(0.0252),f:Unknown_Family_1003514(0.0117),g:Unknown_Genus_1001411(0.0032)",Eukaryota,Mollusca,Gastropoda,Heterobranchia,Unknown_Family_1003514,Unknown_Genus_1001411,
137,"d:Eukaryota(0.7864),p:Ochrophyta(0.1858),c:Diatomea(0.1026),o:Bacillariophytina(0.0167),f:Bacillariophyceae(0.0067),g:Fragilariopsis(0.0017)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Fragilariopsis,
138,"d:Eukaryota(0.8316),p:Ochrophyta(0.2125),c:Diatomea(0.1181),o:Bacillariophytina(0.0178),f:Bacillariophyceae(0.0067),g:Nitzschia(0.0017)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
139,"d:Eukaryota(0.7185),p:Ochrophyta(0.1592),c:Diatomea(0.0870),o:Bacillariophytina(0.0134),f:Bacillariophyceae(0.0050),g:Nitzschia(0.0015)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
140,"d:Eukaryota(0.7185),p:Cnidaria(0.1458),c:Anthozoa(0.0793),o:Actiniaria(0.0145),f:Unknown_Family_1003256(0.0056),g:Unknown_Genus_1001555(0.0015)",Eukaryota,Cnidaria,Anthozoa,Actiniaria,Unknown_Family_1003256,Unknown_Genus_1001555,
141,"d:Eukaryota(1.0000),p:Ciliophora(0.3060),c:Intramacronucleata(0.1961),o:Spirotrichea(0.0424),f:Hypotrichia(0.0209),g:Unknown_Genus_1001753(0.0062)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,Unknown_Genus_1001753,
142,"d:Eukaryota(0.3342),p:Platyhelminthes(0.0265),c:Rhabditophora(0.0115),o:Rhabdocoela(0.0046),f:Unknown_Family_1003592(0.0006),g:Unknown_Genus_1001513(0.0009)",Eukaryota,Platyhelminthes,Rhabditophora,Rhabdocoela,Unknown_Family_1003592,Unknown_Genus_1001513,
143,"d:Eukaryota(0.4473),p:Ochrophyta(0.0658),c:Diatomea(0.0326),o:Coscinodiscophytina(0.0078),f:Fragilariales(0.0021),g:Licmophora(0.0012)",Eukaryota,Ochrophyta,Diatomea,Coscinodiscophytina,Fragilariales,Licmophora,
144,"d:Eukaryota(0.8542),p:Annelida(0.1992),c:Polychaeta(0.1104),o:Phyllodocida(0.0178),f:Unknown_Family_1003320(0.0073),g:Unknown_Genus_1001197(0.0017)",Eukaryota,Annelida,Polychaeta,Phyllodocida,Unknown_Family_1003320,Unknown_Genus_1001197,
145,"d:Eukaryota(1.0000),p:Dinoflagellata(0.5455),c:Dinophyceae(0.3969),o:Peridiniphycidae(0.3022),f:Peridiniales(0.1693),g:Heterocapsa(0.0588)",Eukaryota,Dinoflagellata,Dinophyceae,Peridiniphycidae,Peridiniales,Heterocapsa,
146,"d:Eukaryota(0.7411),p:Ochrophyta(0.1592),c:Diatomea(0.0870),o:Bacillariophytina(0.0156),f:Bacillariophyceae(0.0061),g:Hantzschia(0.0015)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Hantzschia,
147,"d:Eukaryota(0.2890),p:Dinoflagellata(0.0225),c:Dinophyceae(0.0097),o:Gymnodiniphycidae(0.0039),f:Suessiaceae(0.0005),g:Unknown_Genus_1001773(0.0008)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Suessiaceae,Unknown_Genus_1001773,
148,"d:Eukaryota(1.0000),p:Ochrophyta(0.3060),c:Diatomea(0.1961),o:Bacillariophytina(0.0424),f:Bacillariophyceae(0.0209),g:Nitzschia(0.0032)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
149,"d:Eukaryota(1.0000),p:Unknown_Phylum_1002968(0.3402),c:Trebouxiophyceae(0.1798),o:Chlorellales(0.0597),f:Unknown_Family_1003011(0.0302),g:Nannochloris(0.0091)",Eukaryota,Unknown_Phylum_1002968,Trebouxiophyceae,Chlorellales,Unknown_Family_1003011,Nannochloris,
150,"d:Eukaryota(1.0000),p:Ciliophora(0.7719),c:Intramacronucleata(0.8012),o:Spirotrichea(0.8014),f:Choreotrichia(0.2124),g:uncultured_9117(0.1114)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Choreotrichia,uncultured_9117,
151,"d:Eukaryota(0.7185),p:Ochrophyta(0.1725),c:Diatomea(0.0870),o:Coscinodiscophytina(0.0145),f:Fragilariales(0.0056),g:Licmophora(0.0015)",Eukaryota,Ochrophyta,Diatomea,Coscinodiscophytina,Fragilariales,Licmophora,
152,"d:Eukaryota(1.0000),p:Ochrophyta(0.7409),c:Diatomea(0.7872),o:Coscinodiscophytina(0.2912),f:Fragilariales(0.1599),g:Licmophora(0.0507)",Eukaryota,Ochrophyta,Diatomea,Coscinodiscophytina,Fragilariales,Licmophora,
153,"d:Eukaryota(1.0000),p:Dinoflagellata(0.5650),c:Dinophyceae(0.4036),o:Peridiniphycidae(0.3352),f:Peridiniales(0.1977),g:Archaeperidinium(0.0466)",Eukaryota,Dinoflagellata,Dinophyceae,Peridiniphycidae,Peridiniales,Archaeperidinium,
154,"d:Eukaryota(0.6733),p:Ciliophora(0.1325),c:Intramacronucleata(0.0715),o:Conthreep(0.0134),f:Oligohymenophorea(0.0050),g:Tetrahymena(0.0015)",Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,Tetrahymena,
155,"d:Eukaryota(1.0000),p:Protalveolata(0.2888),c:Syndiniales(0.1798),o:Unknown_Order_1003905(0.0769),f:Unknown_Family_1003906(0.0394),g:Amoebophrya(0.0121)",Eukaryota,Protalveolata,Syndiniales,Unknown_Order_1003905,Unknown_Family_1003906,Amoebophrya,
156,"d:Eukaryota(0.8316),p:Ochrophyta(0.1725),c:Diatomea(0.0948),o:Bacillariophytina(0.0167),f:Bacillariophyceae(0.0067),g:Nitzschia(0.0017)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
157,"d:Eukaryota(0.9220),p:Discosea(0.2125),c:Longamoebia(0.1181),o:Centramoebida(0.0201),f:Unknown_Family_1002759(0.0084),g:Acanthamoeba(0.0019)",Eukaryota,Discosea,Longamoebia,Centramoebida,Unknown_Family_1002759,Acanthamoeba,
158,"d:Eukaryota(0.6055),p:Cnidaria(0.1192),c:Anthozoa(0.0637),o:Alcyonacea(0.0123),f:Unknown_Family_1003263(0.0044),g:Unknown_Genus_1001562(0.0014)",Eukaryota,Cnidaria,Anthozoa,Alcyonacea,Unknown_Family_1003263,Unknown_Genus_1001562,
159,"d:Eukaryota(1.0000),p:Florideophycidae(0.7792),c:Rhodymeniophycidae(0.3991),o:Unknown_Order_1003051(0.3242),f:Unknown_Family_1003052(0.1882),g:Betaphycus(0.0298)",Eukaryota,Florideophycidae,Rhodymeniophycidae,Unknown_Order_1003051,Unknown_Family_1003052,Betaphycus,
160,"d:Eukaryota(0.9898),p:Protalveolata(0.2125),c:Syndiniales(0.1181),o:Unknown_Order_1003905(0.0201),f:Syndiniales_Group_III(0.0084),g:Unknown_Genus_1001803(0.0019)",Eukaryota,Protalveolata,Syndiniales,Unknown_Order_1003905,Syndiniales_Group_III,Unknown_Genus_1001803,
161,"d:Eukaryota(1.0000),p:Ciliophora(1.0000),c:Intramacronucleata(1.0000),o:Spirotrichea(1.0000),f:Oligotrichia(0.9377),g:Strombidium(0.8584)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Oligotrichia,Strombidium,
162,"d:Eukaryota(1.0000),p:Ochrophyta(0.6658),c:Diatomea(0.6316),o:Bacillariophytina(0.2323),f:Bacillariophyceae(0.1223),g:Nitzschia(0.0387)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
163,"d:Eukaryota(0.9446),p:Ochrophyta(0.2258),c:Diatomea(0.1259),o:Bacillariophytina(0.0201),f:Bacillariophyceae(0.0078),g:Nitzschia(0.0018)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
164,"d:Eukaryota(0.7638),p:Ochrophyta(0.1858),c:Diatomea(0.1026),o:Bacillariophytina(0.0145),f:Bacillariophyceae(0.0056),g:Nitzschia(0.0015)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
165,"d:Eukaryota(1.0000),p:Florideophycidae(0.7874),c:Rhodymeniophycidae(0.3431),o:Unknown_Order_1003051(0.2495),f:Unknown_Family_1003052(0.1315),g:Betaphycus(0.0180)",Eukaryota,Florideophycidae,Rhodymeniophycidae,Unknown_Order_1003051,Unknown_Family_1003052,Betaphycus,
166,"d:Eukaryota(0.8768),p:Ciliophora(0.2258),c:Intramacronucleata(0.1259),o:Spirotrichea(0.0189),f:Euplotia(0.0073),g:Diophrys(0.0017)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Diophrys,
167,"d:Eukaryota(0.5603),p:Basidiomycota(0.1058),c:Agaricomycetes(0.0559),o:Boletales(0.0100),f:Boletinellaceae(0.0033),g:Phlebopus(0.0013)",Eukaryota,Basidiomycota,Agaricomycetes,Boletales,Boletinellaceae,Phlebopus,
168,"d:Eukaryota(0.7411),p:Arthropoda(0.1458),c:Arachnida(0.0793),o:Unknown_Order_1003345(0.0145),f:Unknown_Family_1003346(0.0056),g:Unknown_Genus_1001214(0.0015)",Eukaryota,Arthropoda,Arachnida,Unknown_Order_1003345,Unknown_Family_1003346,Unknown_Genus_1001214,
169,"d:Eukaryota(0.5603),p:Ciliophora(0.0925),c:Intramacronucleata(0.0482),o:Spirotrichea(0.0100),f:Euplotia(0.0033),g:Diophrys(0.0013)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Diophrys,
170,"d:Eukaryota(0.2664),p:Dinoflagellata(0.0225),c:Dinophyceae(0.0097),o:Gymnodiniphycidae(0.0032),f:Unknown_Family_1003853(0.0004),g:Gyrodinium(0.0007)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Unknown_Family_1003853,Gyrodinium,
171,"d:Eukaryota(1.0000),p:Ochrophyta(0.5652),c:Diatomea(0.3969),o:Bacillariophytina(0.1805),f:Bacillariophyceae(0.0946),g:Nitzschia(0.0298)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
172,"d:Eukaryota(0.7411),p:Ochrophyta(0.1725),c:Diatomea(0.0948),o:Coscinodiscophytina(0.0145),f:Fragilariales(0.0056),g:Licmophora(0.0015)",Eukaryota,Ochrophyta,Diatomea,Coscinodiscophytina,Fragilariales,Licmophora,
173,"d:Eukaryota(0.8316),p:Discosea(0.1725),c:Longamoebia(0.0948),o:Centramoebida(0.0167),f:Unknown_Family_1002759(0.0067),g:Acanthamoeba(0.0017)",Eukaryota,Discosea,Longamoebia,Centramoebida,Unknown_Family_1002759,Acanthamoeba,
174,"d:Eukaryota(0.7864),p:Ochrophyta(0.1858),c:Diatomea(0.1026),o:Bacillariophytina(0.0156),f:Mediophyceae(0.0061),g:Chaetoceros(0.0016)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Mediophyceae,Chaetoceros,
175,"d:Eukaryota(1.0000),p:Protalveolata(0.2888),c:Syndiniales(0.1798),o:Unknown_Order_1003905(0.0769),f:Unknown_Family_1003906(0.0394),g:Amoebophrya(0.0121)",Eukaryota,Protalveolata,Syndiniales,Unknown_Order_1003905,Unknown_Family_1003906,Amoebophrya,
176,"d:Eukaryota(0.4699),p:Ochrophyta(0.0658),c:Diatomea(0.0326),o:Bacillariophytina(0.0078),f:Bacillariophyceae(0.0021),g:Nitzschia(0.0012)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
177,"d:Eukaryota(0.8542),p:Dinoflagellata(0.1858),c:Dinophyceae(0.0948),o:Gymnodiniphycidae(0.0167),f:Unknown_Family_1003853(0.0067),g:Gyrodinium(0.0017)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Unknown_Family_1003853,Gyrodinium,
178,"d:Eukaryota(0.4020),p:Ochrophyta(0.0525),c:Diatomea(0.0248),o:Bacillariophytina(0.0067),f:Mediophyceae(0.0016),g:Chaetoceros(0.0011)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Mediophyceae,Chaetoceros,
179,"d:Eukaryota(1.0000),p:Annelida(0.2717),c:Polychaeta(0.1635),o:Eunicida(0.0424),f:Unknown_Family_1003317(0.0209),g:Unknown_Genus_1001194(0.0062)",Eukaryota,Annelida,Polychaeta,Eunicida,Unknown_Family_1003317,Unknown_Genus_1001194,
180,"d:Eukaryota(0.6507),p:Basidiomycota(0.1192),c:Agaricomycetes(0.0637),o:Hymenochaetales(0.0123),f:Rickenellaceae(0.0044),g:Skvortzovia(0.0014)",Eukaryota,Basidiomycota,Agaricomycetes,Hymenochaetales,Rickenellaceae,Skvortzovia,
181,"d:Eukaryota(1.0000),p:Protalveolata(0.2888),c:Syndiniales(0.1798),o:Unknown_Order_1003905(0.0769),f:Unknown_Family_1003906(0.0394),g:Amoebophrya(0.0121)",Eukaryota,Protalveolata,Syndiniales,Unknown_Order_1003905,Unknown_Family_1003906,Amoebophrya,
182,"d:Eukaryota(0.7411),p:Ochrophyta(0.1725),c:Diatomea(0.0948),o:Bacillariophytina(0.0156),f:Bacillariophyceae(0.0061),g:Fragilariopsis(0.0016)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Fragilariopsis,
183,"d:Eukaryota(1.0000),p:Ochrophyta(0.5899),c:Diatomea(0.5217),o:Coscinodiscophytina(0.2323),f:Fragilariales(0.1223),g:Licmophora(0.0387)",Eukaryota,Ochrophyta,Diatomea,Coscinodiscophytina,Fragilariales,Licmophora,
