"","OTU","s_A2","s_A3","s_A4","s_B1","s_B2","s_B4","s_C1","s_C2","s_C3","w_A1","w_A2","w_A3","w_A4","w_B1","w_B2","w_B3","w_B4","w_C1","w_C2","w_C3","w_C4","Taxa","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"69",73,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,"d:Eukaryota(0.9898),p:Unknown_Phylum_1002968(0.2717),c:Chlorophyceae(0.1181),o:Chlamydomonadales(0.0201),f:Unknown_Family_1002980(0.0084),g:Chlamydomonas(0.0019)","Eukaryota","Unknown_Phylum_1002968","Chlorophyceae","Chlamydomonadales","Unknown_Family_1002980","Chlamydomonas",NA
"70",74,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ochrophyta(0.7100),c:Diatomea(0.7732),o:Coscinodiscophytina(0.2912),f:Fragilariales(0.1599),g:Licmophora(0.0426)","Eukaryota","Ochrophyta","Diatomea","Coscinodiscophytina","Fragilariales","Licmophora",NA
"71",75,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,"d:Eukaryota(1.0000),p:Ochrophyta(0.5653),c:Diatomea(0.3969),o:Coscinodiscophytina(0.1632),f:Fragilariales(0.0854),g:Licmophora(0.0269)","Eukaryota","Ochrophyta","Diatomea","Coscinodiscophytina","Fragilariales","Licmophora",NA
"72",76,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ciliophora(0.9817),c:Intramacronucleata(0.9920),o:Spirotrichea(0.9185),f:Hypotrichia(0.7373),g:Trachelostyla(0.1403)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia","Trachelostyla",NA
"73",77,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.9446),p:Ciliophora(0.2717),c:Intramacronucleata(0.1635),o:Spirotrichea(0.0201),f:Euplotia(0.0084),g:Diophrys(0.0019)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Euplotia","Diophrys",NA
"74",79,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,"d:Eukaryota(1.0000),p:Ochrophyta(0.5653),c:Diatomea(0.3969),o:Bacillariophytina(0.1632),f:Bacillariophyceae(0.0854),g:Psammodictyon(0.0269)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Psammodictyon",NA
"75",80,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8768),p:Basidiomycota(0.1992),c:Agaricomycetes(0.1104),o:Hymenochaetales(0.0189),f:Rickenellaceae(0.0078),g:Resinicium(0.0017)","Eukaryota","Basidiomycota","Agaricomycetes","Hymenochaetales","Rickenellaceae","Resinicium",NA
"76",81,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,"d:Eukaryota(1.0000),p:Florideophycidae(1.0000),c:Corallinophycidae(1.0000),o:Unknown_Order_1003045(1.0000),f:Unknown_Family_1003046(1.0000),g:Jania(0.7768)","Eukaryota","Florideophycidae","Corallinophycidae","Unknown_Order_1003045","Unknown_Family_1003046","Jania",NA
"77",82,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,"d:Eukaryota(1.0000),p:Cnidaria(0.7922),c:Anthozoa(0.5773),o:Actiniaria(0.4808),f:Unknown_Family_1003256(0.4048),g:Unknown_Genus_1001555(0.4711)","Eukaryota","Cnidaria","Anthozoa","Actiniaria","Unknown_Family_1003256","Unknown_Genus_1001555",NA
"78",83,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,"d:Eukaryota(1.0000),p:Ochrophyta(0.2392),c:Diatomea(0.1337),o:Bacillariophytina(0.0252),f:Bacillariophyceae(0.0117),g:Nitzschia(0.0019)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
"79",84,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,"d:Eukaryota(1.0000),p:Protalveolata(0.5113),c:Syndiniales(0.3920),o:Unknown_Order_1003905(0.2912),f:Unknown_Family_1003906(0.1599),g:Amoebophrya(0.0547)","Eukaryota","Protalveolata","Syndiniales","Unknown_Order_1003905","Unknown_Family_1003906","Amoebophrya",NA
"80",85,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8768),p:Ochrophyta(0.2125),c:Diatomea(0.1181),o:Bacillariophytina(0.0189),f:Bacillariophyceae(0.0078),g:Nitzschia(0.0017)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
"81",86,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,"d:Eukaryota(1.0000),p:Annelida(0.4086),c:Polychaeta(0.2941),o:Phyllodocida(0.1632),f:Unknown_Family_1003320(0.0854),g:Unknown_Genus_1001197(0.0269)","Eukaryota","Annelida","Polychaeta","Phyllodocida","Unknown_Family_1003320","Unknown_Genus_1001197",NA
"82",87,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8542),p:Brachiopoda(0.1725),c:Unknown_Class_1003448(0.0948),o:Unknown_Order_1003449(0.0167),f:Unknown_Family_1003450(0.0067),g:Unknown_Genus_1001313(0.0017)","Eukaryota","Brachiopoda","Unknown_Class_1003448","Unknown_Order_1003449","Unknown_Family_1003450","Unknown_Genus_1001313",NA
"83",88,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Priapulida(0.2546),c:Unknown_Class_1003676(0.1472),o:Unknown_Order_1003677(0.0424),f:Tubiluchidae(0.0209),g:Unknown_Genus_1001545(0.0062)","Eukaryota","Priapulida","Unknown_Class_1003676","Unknown_Order_1003677","Tubiluchidae","Unknown_Genus_1001545",NA
"84",89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"d:Eukaryota(0.7638),p:Arthropoda(0.1592),c:Arachnida(0.0870),o:Araneae(0.0156),f:Unknown_Family_1003336(0.0061),g:Unknown_Genus_1001216(0.0016)","Eukaryota","Arthropoda","Arachnida","Araneae","Unknown_Family_1003336","Unknown_Genus_1001216",NA
"85",90,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ochrophyta(0.4771),c:Diatomea(0.2941),o:Coscinodiscophytina(0.0942),f:Fragilariales(0.0486),g:Licmophora(0.0150)","Eukaryota","Ochrophyta","Diatomea","Coscinodiscophytina","Fragilariales","Licmophora",NA
"86",91,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,"d:Eukaryota(0.9898),p:Dinoflagellata(0.2258),c:Dinophyceae(0.1259),o:Peridiniphycidae(0.0212),f:Thoracosphaeraceae(0.0090),g:SSMS0806(0.0019)","Eukaryota","Dinoflagellata","Dinophyceae","Peridiniphycidae","Thoracosphaeraceae","SSMS0806",NA
"87",92,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ochrophyta(0.4257),c:Diatomea(0.3104),o:Bacillariophytina(0.0942),f:Bacillariophyceae(0.0486),g:Nitzschia(0.0121)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
"88",94,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8768),p:Ochrophyta(0.2258),c:Diatomea(0.1259),o:Coscinodiscophytina(0.0178),f:Fragilariales(0.0073),g:Licmophora(0.0017)","Eukaryota","Ochrophyta","Diatomea","Coscinodiscophytina","Fragilariales","Licmophora",NA
"89",95,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7411),p:Basidiomycota(0.1592),c:Agaricomycetes(0.0870),o:Hymenochaetales(0.0156),f:Rickenellaceae(0.0061),g:Skvortzovia(0.0016)","Eukaryota","Basidiomycota","Agaricomycetes","Hymenochaetales","Rickenellaceae","Skvortzovia",NA
"90",96,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6959),p:Ciliophora(0.1325),c:Intramacronucleata(0.0715),o:Spirotrichea(0.0134),f:Hypotrichia(0.0050),g:uncultured_9182(0.0015)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia","uncultured_9182",NA
"91",97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Priapulida(0.2258),c:Unknown_Class_1003676(0.1259),o:Unknown_Order_1003677(0.0212),f:Tubiluchidae(0.0090),g:Unknown_Genus_1001545(0.0019)","Eukaryota","Priapulida","Unknown_Class_1003676","Unknown_Order_1003677","Tubiluchidae","Unknown_Genus_1001545",NA
"92",98,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,"d:Eukaryota(0.9220),p:Ochrophyta(0.2392),c:Diatomea(0.1181),o:Bacillariophytina(0.0189),f:Bacillariophyceae(0.0078),g:Nitzschia(0.0018)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
"93",99,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,"d:Eukaryota(0.9446),p:SCM37C52(0.1992),c:Unknown_Class_1003907(0.1104),o:Unknown_Order_1003908(0.0189),f:Unknown_Family_1003909(0.0078),g:Unknown_Genus_1001805(0.0018)","Eukaryota","SCM37C52","Unknown_Class_1003907","Unknown_Order_1003908","Unknown_Family_1003909","Unknown_Genus_1001805",NA
"94",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,"d:Eukaryota(0.7411),p:Ochrophyta(0.1592),c:Diatomea(0.0870),o:Bacillariophytina(0.0145),f:Bacillariophyceae(0.0056),g:Nitzschia(0.0015)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
"95",101,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,"d:Eukaryota(0.7411),p:Dinoflagellata(0.1458),c:Dinophyceae(0.0793),o:Gymnodiniphycidae(0.0145),f:Incertae_Sedis_9247(0.0056),g:Cochlodinium(0.0015)","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Incertae_Sedis_9247","Cochlodinium",NA
"96",102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"d:Eukaryota(1.0000),p:Annelida(0.4771),c:Polychaeta(0.3594),o:Terebellida(0.2668),f:Unknown_Family_1003328(0.1410),g:Unknown_Genus_1001209(0.0466)","Eukaryota","Annelida","Polychaeta","Terebellida","Unknown_Family_1003328","Unknown_Genus_1001209",NA
"97",103,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6959),p:Ciliophora(0.1458),c:Intramacronucleata(0.0793),o:Spirotrichea(0.0145),f:Hypotrichia(0.0050),g:Anteholosticha(0.0015)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia","Anteholosticha",NA
"98",104,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.5151),p:Platyhelminthes(0.0925),c:Rhabditophora(0.0482),o:Rhabdocoela(0.0100),f:Unknown_Family_1003592(0.0033),g:Unknown_Genus_1001513(0.0013)","Eukaryota","Platyhelminthes","Rhabditophora","Rhabdocoela","Unknown_Family_1003592","Unknown_Genus_1001513",NA
"99",105,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ochrophyta(0.3402),c:Diatomea(0.2288),o:Bacillariophytina(0.0942),f:Bacillariophyceae(0.0486),g:Nitzschia(0.0091)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
"100",106,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,"d:Eukaryota(1.0000),p:Florideophycidae(0.7922),c:Nemaliophycidae(0.4036),o:Unknown_Order_1003049(0.3462),f:Unknown_Family_1003050(0.2124),g:Unknown_Genus_1001111(0.1114)","Eukaryota","Florideophycidae","Nemaliophycidae","Unknown_Order_1003049","Unknown_Family_1003050","Unknown_Genus_1001111",NA
"101",107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"d:Eukaryota(0.7864),p:Arthropoda(0.1725),c:Arachnida(0.0870),o:Araneae(0.0156),f:Unknown_Family_1003336(0.0061),g:Unknown_Genus_1001216(0.0016)","Eukaryota","Arthropoda","Arachnida","Araneae","Unknown_Family_1003336","Unknown_Genus_1001216",NA
"102",108,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.9220),p:Arthropoda(0.2392),c:Arachnida(0.1104),o:Amblypygi(0.0189),f:Unknown_Family_1003335(0.0078),g:Unknown_Genus_1001215(0.0018)","Eukaryota","Arthropoda","Arachnida","Amblypygi","Unknown_Family_1003335","Unknown_Genus_1001215",NA
"103",109,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,"d:Eukaryota(1.0000),p:Cryptomonadales(0.7792),c:Unknown_Class_1003091(0.8747),o:Unknown_Order_1003092(0.8925),f:Unknown_Family_1003093(0.9282),g:uncultured_6216(0.1693)","Eukaryota","Cryptomonadales","Unknown_Class_1003091","Unknown_Order_1003092","Unknown_Family_1003093","uncultured_6216",NA
"104",110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"d:Eukaryota(1.0000),p:Florideophycidae(0.4600),c:Rhodymeniophycidae(0.2288),o:Unknown_Order_1003051(0.1287),f:Unknown_Family_1003052(0.0670),g:Betaphycus(0.0091)","Eukaryota","Florideophycidae","Rhodymeniophycidae","Unknown_Order_1003051","Unknown_Family_1003052","Betaphycus",NA
"105",111,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,"d:Eukaryota(0.7411),p:Ochrophyta(0.1858),c:Diatomea(0.0948),o:Bacillariophytina(0.0145),f:Bacillariophyceae(0.0056),g:Nitzschia(0.0015)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
"106",112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"d:Eukaryota(1.0000),p:Florideophycidae(0.8451),c:Rhodymeniophycidae(0.7802),o:Unknown_Order_1003051(0.7919),f:Unknown_Family_1003052(0.8455),g:Dudresnaya(0.0824)","Eukaryota","Florideophycidae","Rhodymeniophycidae","Unknown_Order_1003051","Unknown_Family_1003052","Dudresnaya",NA
"107",113,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Cryptomonadales(0.9817),c:Unknown_Class_1003091(0.9920),o:Unknown_Order_1003092(0.9941),f:Unknown_Family_1003093(0.9863),g:Teleaulax(0.8431)","Eukaryota","Cryptomonadales","Unknown_Class_1003091","Unknown_Order_1003092","Unknown_Family_1003093","Teleaulax",NA
"108",114,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Florideophycidae(0.7857),c:Nemaliophycidae(0.5217),o:Unknown_Order_1003049(0.3866),f:Unknown_Family_1003050(0.3270),g:Unknown_Genus_1001111(0.2911)","Eukaryota","Florideophycidae","Nemaliophycidae","Unknown_Order_1003049","Unknown_Family_1003050","Unknown_Genus_1001111",NA
"109",116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"d:Eukaryota(1.0000),p:Ciliophora(0.7857),c:Intramacronucleata(0.8424),o:Spirotrichea(0.8393),f:Oligotrichia(0.7373),g:Strombidium(0.1403)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Oligotrichia","Strombidium",NA
"110",117,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ochrophyta(0.5650),c:Diatomea(0.4036),o:Coscinodiscophytina(0.1805),f:Fragilariales(0.0946),g:Licmophora(0.0298)","Eukaryota","Ochrophyta","Diatomea","Coscinodiscophytina","Fragilariales","Licmophora",NA
"111",118,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,"d:Eukaryota(1.0000),p:Cryptomonadales(0.7792),c:Unknown_Class_1003091(0.8747),o:Unknown_Order_1003092(0.8925),f:Unknown_Family_1003093(0.9282),g:uncultured_6216(0.1693)","Eukaryota","Cryptomonadales","Unknown_Class_1003091","Unknown_Order_1003092","Unknown_Family_1003093","uncultured_6216",NA
"112",119,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ochrophyta(0.2717),c:Diatomea(0.1635),o:Bacillariophytina(0.0252),f:Bacillariophyceae(0.0117),g:Nitzschia(0.0019)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
"113",121,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7864),p:Ochrophyta(0.1725),c:Diatomea(0.0948),o:Bacillariophytina(0.0156),f:Bacillariophyceae(0.0061),g:Nitzschia(0.0016)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
"114",122,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ochrophyta(0.5648),c:Diatomea(0.4105),o:Coscinodiscophytina(0.1977),f:Fragilariales(0.1038),g:Licmophora(0.0328)","Eukaryota","Ochrophyta","Diatomea","Coscinodiscophytina","Fragilariales","Licmophora",NA
"115",123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"d:Eukaryota(1.0000),p:Florideophycidae(0.5113),c:Rhodymeniophycidae(0.2288),o:Unknown_Order_1003051(0.1287),f:Unknown_Family_1003052(0.0670),g:Unknown_Genus_1001112(0.0150)","Eukaryota","Florideophycidae","Rhodymeniophycidae","Unknown_Order_1003051","Unknown_Family_1003052","Unknown_Genus_1001112",NA
"116",124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"d:Eukaryota(1.0000),p:Florideophycidae(0.7254),c:Rhodymeniophycidae(0.2778),o:Unknown_Order_1003051(0.1805),f:Unknown_Family_1003052(0.0946),g:Unknown_Genus_1001112(0.0150)","Eukaryota","Florideophycidae","Rhodymeniophycidae","Unknown_Order_1003051","Unknown_Family_1003052","Unknown_Genus_1001112",NA
"117",125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,"d:Eukaryota(0.9672),p:Ochrophyta(0.2717),c:Diatomea(0.1472),o:Bacillariophytina(0.0201),f:Bacillariophyceae(0.0084),g:Nitzschia(0.0019)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
"118",126,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ochrophyta(0.4942),c:Diatomea(0.3594),o:Coscinodiscophytina(0.1115),f:Fragilariales(0.0578),g:Licmophora(0.0180)","Eukaryota","Ochrophyta","Diatomea","Coscinodiscophytina","Fragilariales","Licmophora",NA
"119",127,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"d:Eukaryota(1.0000),p:Florideophycidae(0.3915),c:Rhodymeniophycidae(0.1635),o:Unknown_Order_1003051(0.0597),f:Unknown_Family_1003052(0.0302),g:Coelothrix(0.0019)","Eukaryota","Florideophycidae","Rhodymeniophycidae","Unknown_Order_1003051","Unknown_Family_1003052","Coelothrix",NA
"120",128,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7185),p:Ochrophyta(0.1725),c:Diatomea(0.0948),o:Coscinodiscophytina(0.0134),f:Fragilariales(0.0050),g:Licmophora(0.0015)","Eukaryota","Ochrophyta","Diatomea","Coscinodiscophytina","Fragilariales","Licmophora",NA
"121",129,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7638),p:Ochrophyta(0.1858),c:Diatomea(0.1026),o:Coscinodiscophytina(0.0145),f:Fragilariales(0.0056),g:Licmophora(0.0015)","Eukaryota","Ochrophyta","Diatomea","Coscinodiscophytina","Fragilariales","Licmophora",NA
"122",130,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7185),p:Mollusca(0.1458),c:Gastropoda(0.0793),o:Heterobranchia(0.0145),f:Unknown_Family_1003514(0.0056),g:Unknown_Genus_1001411(0.0015)","Eukaryota","Mollusca","Gastropoda","Heterobranchia","Unknown_Family_1003514","Unknown_Genus_1001411",NA
"123",131,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6507),p:Apicomplexa(0.1192),c:Conoidasida(0.0637),o:Coccidia(0.0123),f:Eimeriorina(0.0044),g:Cystoisospora(0.0014)","Eukaryota","Apicomplexa","Conoidasida","Coccidia","Eimeriorina","Cystoisospora",NA
"124",132,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ochrophyta(0.7254),c:Diatomea(0.7802),o:Bacillariophytina(0.2495),f:Bacillariophyceae(0.1315),g:Nitzschia(0.0426)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
"125",133,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ochrophyta(0.2546),c:Diatomea(0.1472),o:Bacillariophytina(0.0212),f:Mediophyceae(0.0090),g:Chaetoceros(0.0019)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Mediophyceae","Chaetoceros",NA
"126",134,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ochrophyta(0.4086),c:Diatomea(0.2941),o:Bacillariophytina(0.0769),f:Bacillariophyceae(0.0394),g:Nitzschia(0.0091)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
"127",135,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.5603),p:Dinoflagellata(0.0925),c:Dinophyceae(0.0482),o:CCMP1878(0.0100),f:Unknown_Family_1003848(0.0033),g:Unknown_Genus_1001765(0.0013)","Eukaryota","Dinoflagellata","Dinophyceae","CCMP1878","Unknown_Family_1003848","Unknown_Genus_1001765",NA
"128",136,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Mollusca(0.2392),c:Gastropoda(0.1337),o:Heterobranchia(0.0252),f:Unknown_Family_1003514(0.0117),g:Unknown_Genus_1001411(0.0032)","Eukaryota","Mollusca","Gastropoda","Heterobranchia","Unknown_Family_1003514","Unknown_Genus_1001411",NA
"129",137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7864),p:Ochrophyta(0.1858),c:Diatomea(0.1026),o:Bacillariophytina(0.0167),f:Bacillariophyceae(0.0067),g:Fragilariopsis(0.0017)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Fragilariopsis",NA
"130",138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"d:Eukaryota(0.8316),p:Ochrophyta(0.2125),c:Diatomea(0.1181),o:Bacillariophytina(0.0178),f:Bacillariophyceae(0.0067),g:Nitzschia(0.0017)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
"131",139,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"d:Eukaryota(0.7185),p:Ochrophyta(0.1592),c:Diatomea(0.0870),o:Bacillariophytina(0.0134),f:Bacillariophyceae(0.0050),g:Nitzschia(0.0015)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
"132",140,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7185),p:Cnidaria(0.1458),c:Anthozoa(0.0793),o:Actiniaria(0.0145),f:Unknown_Family_1003256(0.0056),g:Unknown_Genus_1001555(0.0015)","Eukaryota","Cnidaria","Anthozoa","Actiniaria","Unknown_Family_1003256","Unknown_Genus_1001555",NA
"133",141,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ciliophora(0.3060),c:Intramacronucleata(0.1961),o:Spirotrichea(0.0424),f:Hypotrichia(0.0209),g:Unknown_Genus_1001753(0.0062)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia","Unknown_Genus_1001753",NA
"134",144,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8542),p:Annelida(0.1992),c:Polychaeta(0.1104),o:Phyllodocida(0.0178),f:Unknown_Family_1003320(0.0073),g:Unknown_Genus_1001197(0.0017)","Eukaryota","Annelida","Polychaeta","Phyllodocida","Unknown_Family_1003320","Unknown_Genus_1001197",NA
"135",145,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Dinoflagellata(0.5455),c:Dinophyceae(0.3969),o:Peridiniphycidae(0.3022),f:Peridiniales(0.1693),g:Heterocapsa(0.0588)","Eukaryota","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Heterocapsa",NA
"136",146,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7411),p:Ochrophyta(0.1592),c:Diatomea(0.0870),o:Bacillariophytina(0.0156),f:Bacillariophyceae(0.0061),g:Hantzschia(0.0015)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Hantzschia",NA
"137",148,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ochrophyta(0.3060),c:Diatomea(0.1961),o:Bacillariophytina(0.0424),f:Bacillariophyceae(0.0209),g:Nitzschia(0.0032)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
"138",149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"d:Eukaryota(1.0000),p:Unknown_Phylum_1002968(0.3402),c:Trebouxiophyceae(0.1798),o:Chlorellales(0.0597),f:Unknown_Family_1003011(0.0302),g:Nannochloris(0.0091)","Eukaryota","Unknown_Phylum_1002968","Trebouxiophyceae","Chlorellales","Unknown_Family_1003011","Nannochloris",NA
