"","OTU","SAMPLE_123257","SAMPLE_123258","SAMPLE_123259","SAMPLE_123260","SAMPLE_123261","SAMPLE_123262","SAMPLE_123263","SAMPLE_123264","SAMPLE_123265","SAMPLE_123266","SAMPLE_123267","SAMPLE_123268","SAMPLE_123269","SAMPLE_123270","SAMPLE_123271","SAMPLE_123272","SAMPLE_123273","SAMPLE_123274","SAMPLE_123276","SAMPLE_123277","SAMPLE_123278","SAMPLE_123279","SAMPLE_123280","Taxa","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"66",69,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Alphaproteobacteria(1.0000),o:OCS116_clade(0.9828),f:Unknown_Family_1002537(0.9836),g:Unknown_Genus_1000667(0.9756)","Bacteria","Proteobacteria","Alphaproteobacteria","OCS116_clade","Unknown_Family_1002537","Unknown_Genus_1000667",NA
"67",70,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,"d:Bacteria(1.0000),p:Proteobacteria(0.9665),c:Deltaproteobacteria(0.9786),o:Desulfobacterales(0.9826),f:Desulfobulbaceae(0.9838),g:Desulfotalea(0.5700)","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Desulfotalea",NA
"68",72,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Gammaproteobacteria(1.0000),o:Alteromonadales(0.9830),f:Psychromonadaceae(0.9834),g:Psychromonas(0.9764)","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Psychromonadaceae","Psychromonas",NA
"69",73,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,"d:Bacteria(1.0000),p:Bacteroidetes(0.9646),c:Sphingobacteriia(0.6924),o:Sphingobacteriales(0.6091),f:Saprospiraceae(0.4137),g:uncultured_1272(0.0283)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","uncultured_1272",NA
"70",74,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,"d:Archaea(1.0000),p:Thaumarchaeota(0.9053),c:Marine_Group_I(0.9248),o:Unknown_Order_292(0.7223),f:Unknown_Family_293(0.6504),g:Candidatus_Nitrosopumilus(0.6585)","Archaea","Thaumarchaeota","Marine_Group_I","Unknown_Order_292","Unknown_Family_293","Candidatus_Nitrosopumilus",NA
"71",75,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Marinimicrobia__SAR406_clade_(1.0000),c:Unknown_Class_1002465(1.0000),o:Unknown_Order_1002466(1.0000),f:Unknown_Family_1002467(1.0000),g:Unknown_Genus_1000602(1.0000)","Bacteria","Marinimicrobia__SAR406_clade_","Unknown_Class_1002465","Unknown_Order_1002466","Unknown_Family_1002467","Unknown_Genus_1000602",NA
"72",76,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,"d:Bacteria(1.0000),p:Proteobacteria(0.9646),c:Gammaproteobacteria(0.9519),o:E01_9C_26_marine_group(0.9462),f:Unknown_Family_1002611(0.9179),g:Unknown_Genus_1000908(0.9601)","Bacteria","Proteobacteria","Gammaproteobacteria","E01_9C_26_marine_group","Unknown_Family_1002611","Unknown_Genus_1000908",NA
"73",77,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,"d:Bacteria(1.0000),p:Planctomycetes(1.0000),c:Planctomycetacia(1.0000),o:Planctomycetales(1.0000),f:Planctomycetaceae(1.0000),g:Blastopirellula(0.9753)","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Blastopirellula",NA
"74",78,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.8522),c:Flavobacteriia(0.6924),o:Flavobacteriales(0.6091),f:NS9_marine_group(0.3594),g:Unknown_Genus_1000316(0.0825)","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","NS9_marine_group","Unknown_Genus_1000316",NA
"75",79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.9665),c:Flavobacteriia(0.9786),o:Flavobacteriales(0.9826),f:Flavobacteriaceae(0.9843),g:Dokdonia(0.4815)","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Dokdonia",NA
"76",80,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9560),c:Gammaproteobacteria(0.9302),o:Sva0071(0.8623),f:Unknown_Family_1002626(0.8804),g:Unknown_Genus_1000970(0.8898)","Bacteria","Proteobacteria","Gammaproteobacteria","Sva0071","Unknown_Family_1002626","Unknown_Genus_1000970",NA
"77",81,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9913),c:Gammaproteobacteria(0.9778),o:Oceanospirillales(0.9826),f:SAR86_clade(0.9838),g:Unknown_Genus_1000950(0.9753)","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86_clade","Unknown_Genus_1000950",NA
"78",82,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,"d:Bacteria(1.0000),p:Bacteroidetes(0.7815),c:Sphingobacteriia(0.6924),o:Sphingobacteriales(0.6091),f:Saprospiraceae(0.3412),g:uncultured_1272(0.0212)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","uncultured_1272",NA
"79",83,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9550),c:Gammaproteobacteria(0.9302),o:Cellvibrionales(0.7503),f:Halieaceae(0.5583),g:OM60_NOR5__clade(0.1118)","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","OM60_NOR5__clade",NA
"80",84,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,"d:Bacteria(1.0000),p:Planctomycetes(1.0000),c:Planctomycetacia(0.9808),o:Planctomycetales(0.9855),f:Planctomycetaceae(0.9855),g:Rhodopirellula(0.9749)","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Rhodopirellula",NA
"81",85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.9691),c:Flavobacteriia(0.9775),o:Flavobacteriales(0.9834),f:Flavobacteriaceae(0.9829),g:Nonlabens(0.9736)","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Nonlabens",NA
"82",86,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9949),c:Alphaproteobacteria(0.9904),o:Caulobacterales(0.9809),f:Hyphomonadaceae(0.9843),g:uncultured_2407(0.9729)","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","uncultured_2407",NA
"83",87,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Planctomycetes(1.0000),c:Planctomycetacia(1.0000),o:Planctomycetales(1.0000),f:Planctomycetaceae(1.0000),g:uncultured_2371(0.9756)","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","uncultured_2371",NA
"84",88,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.9665),c:Flavobacteriia(0.9786),o:Flavobacteriales(0.9826),f:Flavobacteriaceae(0.9838),g:uncultured_1216(0.9367)","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","uncultured_1216",NA
"85",89,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,"d:Bacteria(1.0000),p:Bacteroidetes(0.9784),c:Cytophagia(0.9681),o:Cytophagales(0.9745),f:Flammeovirgaceae(0.8344),g:uncultured_1059(0.8194)","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","uncultured_1059",NA
"86",90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,"d:Bacteria(1.0000),p:Proteobacteria(0.9804),c:Gammaproteobacteria(0.9627),o:Order_Incertae_Sedis_3682(0.8903),f:Family_Incertae_Sedis_3683(0.8971),g:Marinicella(0.9132)","Bacteria","Proteobacteria","Gammaproteobacteria","Order_Incertae_Sedis_3682","Family_Incertae_Sedis_3683","Marinicella",NA
"87",91,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.7638),c:Alphaproteobacteria(0.7160),o:Rickettsiales(0.4230),f:SAR116_clade(0.2733),g:Unknown_Genus_1000731(0.0283)","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SAR116_clade","Unknown_Genus_1000731",NA
"88",92,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,"d:Bacteria(1.0000),p:Bacteroidetes(0.7288),c:Sphingobacteriia(0.6180),o:Sphingobacteriales(0.4935),f:Saprospiraceae(0.1668),g:uncultured_1272(0.0061)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","uncultured_1272",NA
"89",93,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9560),c:Deltaproteobacteria(0.9519),o:Desulfobacterales(0.9707),f:Desulfobulbaceae(0.9283),g:Desulforhopalus(0.1264)","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Desulforhopalus",NA
"90",94,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.7315),c:Alphaproteobacteria(0.6254),o:Rhodospirillales(0.5288),f:Rhodospirillaceae(0.3412),g:AEGEAN_169_marine_group(0.0533)","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","AEGEAN_169_marine_group",NA
"91",95,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.7315),c:Gammaproteobacteria(0.6180),o:34P16(0.4582),f:Unknown_Family_1002599(0.2999),g:Unknown_Genus_1000878(0.0386)","Bacteria","Proteobacteria","Gammaproteobacteria","34P16","Unknown_Family_1002599","Unknown_Genus_1000878",NA
"92",96,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,"d:Bacteria(1.0000),p:Bacteroidetes(0.7462),c:Sphingobacteriia(0.6688),o:Sphingobacteriales(0.5939),f:Saprospiraceae(0.3412),g:uncultured_1272(0.0212)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","uncultured_1272",NA
"93",97,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.9698),c:Bacteroidia(0.9793),o:Bacteroidales(0.9809),f:Marinilabiaceae(0.9843),g:uncultured_939(0.9746)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinilabiaceae","uncultured_939",NA
"94",98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,"d:Bacteria(1.0000),p:Bacteroidetes(0.9406),c:Flavobacteriia(0.9356),o:Flavobacteriales(0.8903),f:Flavobacteriaceae(0.8344),g:Maritimimonas(0.1411)","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Maritimimonas",NA
"95",99,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.9685),c:Flavobacteriia(0.9775),o:Flavobacteriales(0.9832),f:Flavobacteriaceae(0.9831),g:Ulvibacter(0.9729)","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Ulvibacter",NA
"96",100,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9571),c:Gammaproteobacteria(0.9410),o:Cellvibrionales(0.7783),f:Cellvibrionaceae(0.6964),g:Unknown_Genus_1000898(0.3044)","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Unknown_Genus_1000898",NA
"97",102,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.7179),c:Sphingobacteriia(0.3870),o:Sphingobacteriales(0.2275),f:NS11_12_marine_group(0.1193),g:Unknown_Genus_1000336(0.0073)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","NS11_12_marine_group","Unknown_Genus_1000336",NA
"98",103,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,"d:Bacteria(1.0000),p:Planctomycetes(0.9949),c:Planctomycetacia(0.9904),o:Planctomycetales(0.9970),f:Planctomycetaceae(0.9974),g:Rhodopirellula(0.9744)","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Rhodopirellula",NA
"99",104,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,"d:Bacteria(1.0000),p:Planctomycetes(1.0000),c:Planctomycetacia(1.0000),o:Planctomycetales(1.0000),f:Planctomycetaceae(1.0000),g:Rubripirellula(0.8898)","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Rubripirellula",NA
"100",105,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,"d:Bacteria(1.0000),p:Proteobacteria(0.7288),c:Gammaproteobacteria(0.6106),o:Chromatiales(0.2539),f:Ectothiorhodospiraceae(0.1402),g:Unknown_Genus_1000902(0.0104)","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Unknown_Genus_1000902",NA
"101",106,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,"d:Bacteria(1.0000),p:Bacteroidetes(0.7815),c:Sphingobacteriia(0.6924),o:Sphingobacteriales(0.6091),f:Saprospiraceae(0.3594),g:uncultured_1272(0.0247)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","uncultured_1272",NA
"102",107,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,"d:Bacteria(1.0000),p:Chlorobi(0.7462),c:Ignavibacteria(0.7160),o:Ignavibacteriales(0.6244),f:PHOS_HE36(0.2467),g:Unknown_Genus_1000370(0.0247)","Bacteria","Chlorobi","Ignavibacteria","Ignavibacteriales","PHOS_HE36","Unknown_Genus_1000370",NA
"103",108,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9592),c:Alphaproteobacteria(0.9681),o:Caulobacterales(0.8343),f:Hyphomonadaceae(0.8344),g:Hellea(0.1118)","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hellea",NA
"104",109,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.9635),c:Bacteroidia(0.9627),o:Bacteroidales(0.9733),f:Marinilabiaceae(0.9491),g:Saccharicrinis(0.9601)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinilabiaceae","Saccharicrinis",NA
"105",110,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,"d:Bacteria(1.0000),p:Proteobacteria(0.9691),c:Gammaproteobacteria(0.9797),o:Gammaproteobacteria_Incertae_Sedis_3535(0.9771),f:Unknown_Family_3536(0.9803),g:Sedimenticola(0.9739)","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis_3535","Unknown_Family_3536","Sedimenticola",NA
"106",111,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.6924),c:Sphingobacteriia(0.4939),o:Sphingobacteriales(0.2819),f:Chitinophagaceae(0.1668),g:uncultured_1252(0.0140)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","uncultured_1252",NA
"107",112,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9784),c:Gammaproteobacteria(0.9801),o:Alteromonadales(0.9720),f:Psychromonadaceae(0.9283),g:Psychromonas(0.9729)","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Psychromonadaceae","Psychromonas",NA
"108",113,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9646),c:Alphaproteobacteria(0.9793),o:Rhizobiales(0.9783),f:Rhodobiaceae(0.9595),g:Anderseniella(0.9736)","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodobiaceae","Anderseniella",NA
"109",115,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.9949),c:Flavobacteriia(0.9778),o:Flavobacteriales(0.9830),f:Cryomorphaceae(0.9838),g:Owenweeksia(0.9753)","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Owenweeksia",NA
"110",116,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,"d:Bacteria(1.0000),p:Proteobacteria(0.9560),c:Alphaproteobacteria(0.9519),o:Rhodobacterales(0.8063),f:Rhodobacteraceae(0.7884),g:Tropicimonas(0.3930)","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tropicimonas",NA
"111",117,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,"d:Bacteria(1.0000),p:Bacteroidetes(0.7462),c:Sphingobacteriia(0.6329),o:Sphingobacteriales(0.5481),f:Saprospiraceae(0.3412),g:Phaeodactylibacter(0.0140)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","Phaeodactylibacter",NA
"112",118,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,"d:Bacteria(1.0000),p:Planctomycetes(0.9672),c:Planctomycetacia(0.8810),o:Planctomycetales(0.7783),f:Planctomycetaceae(0.7424),g:Blastopirellula(0.0533)","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Blastopirellula",NA
"113",119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Alphaproteobacteria(1.0000),o:Rhizobiales(0.9834),f:Methylobacteriaceae(0.9845),g:Methylobacterium(0.9746)","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium",NA
"114",120,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,"d:Bacteria(1.0000),p:Proteobacteria(0.9539),c:Alphaproteobacteria(0.9410),o:Rhodobacterales(0.6701),f:Rhodobacteraceae(0.5583),g:Roseovarius(0.1264)","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseovarius",NA
"115",121,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,"d:Bacteria(1.0000),p:Bacteroidetes(0.7815),c:Sphingobacteriia(0.6477),o:Sphingobacteriales(0.5786),f:Saprospiraceae(0.3412),g:Rubidimonas(0.0140)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","Rubidimonas",NA
"116",122,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9738),c:Gammaproteobacteria(0.9519),o:Vibrionales(0.7223),f:Vibrionaceae(0.6504),g:Vibrio(0.3044)","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio",NA
"117",123,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,"d:Bacteria(1.0000),p:Proteobacteria(0.8346),c:Gammaproteobacteria(0.6924),o:Xanthomonadales(0.5939),f:uncultured_3830(0.2999),g:Unknown_Genus_1000986(0.0386)","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","uncultured_3830","Unknown_Genus_1000986",NA
"118",124,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,"d:Bacteria(1.0000),p:Bacteroidetes(0.7288),c:Sphingobacteriia(0.6180),o:Sphingobacteriales(0.4935),f:Saprospiraceae(0.2733),g:uncultured_1272(0.0073)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","uncultured_1272",NA
"119",125,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Gammaproteobacteria(1.0000),o:Alteromonadales(0.9832),f:Pseudoalteromonadaceae(0.9838),g:Algicola(0.6585)","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Algicola",NA
"120",126,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,"d:Bacteria(1.0000),p:Bacteroidetes(0.7638),c:Sphingobacteriia(0.6329),o:Sphingobacteriales(0.5481),f:Saprospiraceae(0.3412),g:uncultured_1272(0.0140)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","uncultured_1272",NA
"121",127,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,"d:Bacteria(1.0000),p:Bacteroidetes(0.7261),c:Sphingobacteriia(0.6106),o:Sphingobacteriales(0.4582),f:Saprospiraceae(0.1402),g:Lewinella(0.0073)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","Lewinella",NA
"122",128,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.7342),c:Bacteroidia(0.6329),o:Bacteroidales(0.5481),f:Marinilabiaceae(0.3412),g:uncultured_939(0.0679)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinilabiaceae","uncultured_939",NA
"123",129,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Gammaproteobacteria(0.9789),o:Chromatiales(0.9771),f:Ectothiorhodospiraceae(0.9803),g:Thiogranum(0.9741)","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Thiogranum",NA
"124",130,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9705),c:Gammaproteobacteria(0.9775),o:Cellvibrionales(0.9828),f:Halieaceae(0.9841),g:OM60_NOR5__clade(0.9744)","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","OM60_NOR5__clade",NA
"125",131,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Verrucomicrobia(1.0000),c:Verrucomicrobiae(1.0000),o:Verrucomicrobiales(1.0000),f:Verrucomicrobiaceae(0.9829),g:Roseibacillus(0.9772)","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Roseibacillus",NA
"126",132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.9877),c:Sphingobacteriia(0.9786),o:Sphingobacteriales(0.9826),f:Chitinophagaceae(0.9845),g:Hydrotalea(0.3044)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Hydrotalea",NA
"127",133,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,"d:Bacteria(1.0000),p:Bacteroidetes(1.0000),c:Sphingobacteriia(0.9795),o:Sphingobacteriales(0.9847),f:Saprospiraceae(0.9822),g:uncultured_1272(0.9751)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","uncultured_1272",NA
"128",134,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,"d:Bacteria(1.0000),p:Gemmatimonadetes(0.2920),c:Gemmatimonadetes(0.1244),o:BD2_11_terrestrial_group(0.0741),f:Unknown_Family_1002387(0.0243),g:Unknown_Genus_1000562(0.0011)","Bacteria","Gemmatimonadetes","Gemmatimonadetes","BD2_11_terrestrial_group","Unknown_Family_1002387","Unknown_Genus_1000562",NA
"129",135,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9539),c:Gammaproteobacteria(0.8810),o:Cellvibrionales(0.6549),f:Cellvibrionaceae(0.5123),g:Saccharophagus(0.0972)","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Saccharophagus",NA
"130",136,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Gammaproteobacteria(0.9789),o:Arenicellales(0.9707),f:Arenicellaceae(0.9283),g:Unknown_Genus_1000889(0.9729)","Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","Unknown_Genus_1000889",NA
"131",138,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,"d:Bacteria(1.0000),p:Proteobacteria(0.7288),c:FGL7S(0.4939),o:Unknown_Order_1002593(0.2819),f:Unknown_Family_1002594(0.1668),g:Unknown_Genus_1000874(0.0140)","Bacteria","Proteobacteria","FGL7S","Unknown_Order_1002593","Unknown_Family_1002594","Unknown_Genus_1000874",NA
